,token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
463,woman,"[0.0566229996620677, 0.1132246814668178, 0.0231744362972676, 0.1019290066324174, 0.1745192459784448, 0.1170904531609267, 0.076319640269503]","[0.0441655739263501, -0.0077305954619576, -0.0395558412398342, 0.0207249798789975, 0.1212040786937397, -0.0367399017909299, -0.0402653843185346]",0.40653484657813266,0.621151317465014,0.36687118849289574
464,women,[0.0283506819978356],[0.0044112426299275],1.0,,0.0
465,wonderful,[-0.0146520634298212],[-0.0182010817346404],1.0,,
466,work,"[-0.018711147014983, -0.0348042591940611, -0.0179939083755016]","[-0.0184692472146676, -0.0031564910101715, -0.0113856220902182]",0.6936279363081649,-0.8687253447723815,0.6465463570917811
467,workers,[0.089910126524046],[-0.0055548360013807],-1.0,,
468,world,[-0.0680240201763808],[0.0175969434870679],-1.0,,
469,worse,[0.0402572202729061],[0.0077289041327095],1.0,,0.0
470,would,"[-0.0106368184788152, 0.0222766925580799]","[0.0043018508568781, -0.0517292630229395]",-0.9350113968951254,-1.0,0.8325546111576977
471,years,[-0.0064245946705341],[0.0663191888014347],-1.0,,
472,yesterday,[-0.0624732190044596],[0.0193459484469556],-1.0,,
473,you,[0.1768715536454692],[0.0585778598942361],1.0,,0.0
474,young,"[-0.2055501419818028, -0.1336753907962702]","[-0.0771611247065392, 0.0769897624407937]",0.2083647923476697,1.0,0.0
475,younger,[-0.0462135573616251],[-0.0584141486356941],1.0,,
