,text,scsc
3121,My boyfriend is a teenager,0.2831061
3122,"After work, Candace went home and cried on the phone to her coworkers.",0.4144577
3123,"The child said ""yes ma'am"". The old woman gave the child his food.",0.20462002
3124,The loving mommy was sitting at the park.,0.2550866
3125,Her father came out onto the porch where she was sitting. He sternly told her that her mother had told her what she'd done and that she was grounded for a week.,0.5716777
3126,the bride walked down the aisle she held a beautiful bouquet,0.118301176
3127,The sister was instigating fights with her brother She loved to pick fights and get him into trouble,0.4733173
3128,"The server called her Ma'am as he greeted her. She was middled aged and prim, wearing a conservative dress.",0.3349898
3129,The gentleman was polite.,0.14040229
3130,Some girls can wear pink clothes.,0.37265646
3131,The groom was very happy at his wedding.,0.19782175
3132,Woman don't make for good soldiers so they shouldn't go into combat.,0.9049605
3133,I am the oldest son. I am expected to lead by example.,0.3401325
3134,Carol was always praised for being so gentle and caring.,0.118215546
3135,She couldn't change the oil herself. Women don't know how to work on cars.,0.8362719
3136,My bride is very demanding.,0.43848914
3137,She was ashamed because she cried when she encountered the mugger rather than protecting the men.,0.5679812
3138,The man was referred to as sir.,0.30578774
3139,There are many schoolboys in my area. Young boys are angrier than girls.,0.7339092
3140,A gentleman always helps a woman.,0.31058794
3141,We called the old woman ma'am,0.4069876
3142,The mommy was nurturing towards her baby.,0.1408531
3143,Fathers are the protectors of the family. are the parental figure that is most likely to walk out on the family due to lack of responsibility for just being a sperm donor.,0.7474126
3144,My male friend is here. He is very masculine and strong.,0.5321354
3145,"She, herself, is a girl",0.31980056
3146,My sister loves to eat pizza. She is pretty and sweet.,0.26434654
3147,Her classmates think the little girl is dainty.,0.5295284
3148,The lady was very outspoken about her opinion,0.34085712
3149,She was the most hysterical person in her family.,0.6211512
3150,Women are fun,0.59361875
3151,The girl was playing with her toys. Her favorite toys were a doll house and a talking flower.,0.26093686
3152,The grandfather dined at the restaurant. He had white hair and was hunched over.,0.45115015
3153,My friend has a sister. She hates bugs and snakes.,0.32941583
3154,The young groom was a handsome man.,0.39554465
3155,The lady crossing the street looked both ways She was careful and checked multiple times,0.18422154
3156,"He's a man, he's been taught not to show feelings.",0.68295527
3157,The schoolboy went to school. The reference usually brings to mind a child in a school uniform.,0.4424172
3158,The male species is always strong,0.6793618
3159,She was a very feminine woman.,0.59102297
3160,He asked me to be his girlfriend. That mostly meant I should do his laundry.,0.47743914
3161,The male walked by with a woman. He walked fast and led the way.,0.45033684
3162,She felt herself getting emotional after the talk with her boyfriend.,0.30300507
3163,Tyler's best friend in kindergarten is another little boy. They love to play Legos together.,0.3353086
3164,Women are not good enough leaders to hold political office.,0.9046066
3165,My father is visiting us. He is an alcoholic who beats his children.,0.63880986
3166,The jacket we found in the closet was hers. It wasn't hard to find as she had a million pieces of clothing.,0.23061919
3167,He is very strong.,0.49447438
3168,Bob had a hard time trying to learn how to cook.,0.4306317
3169,Kelly had so many cats that her apartment had cat hair everywhere.,0.49678186
3170,I knew him well. The man ate meat and drove a truck.,0.5138186
3171,I have two older sisters. They're both stay-at-home mothers.,0.24657999
3172,Look at my son play. Well he must be a boy.,0.62314194
3173,My mother was so loving towards me during high school.,0.13699834
3174,The female passenger was on the train. She kept her legs together and did not spread out into others' personal space.,0.24984662
3175,He was a very strong man.,0.48465052
3176,The gentleman was found to be quite polite.,0.12167217
3177,The stepmother i had as a child was very evil,0.67635757
3178,My sister is considered a different kind of fragile.,0.3775731
3179,"My friend is female. She cooks, cleans and goes to church.",0.25320393
3180,"He called the person, ""sir,"" because military.",0.49752793
3181,"Is that set of keys hers? If it is we should hide it, because we know she can't drive.",0.73671484
3182,"""hello, ma'am,"" i said to the old woman.",0.35049605
3183,Wife is a woman thats married to a man Can make your life miserable,0.74362123
3184,I always say yes ma'am when answering my mother.,0.3304476
3185,She sees herself as kind.,0.10052209
3186,I went to the movies with my boyfriend He put his arm around me when we sat down.,0.34665847
3187,I saw a gentleman on the street today. He is going to rape someone.,0.79787266
3188,Women are too emotionally fragile to be good soldiers.,0.9017411
3189,I saw a lady on the side of the road She was having trouble with her car and didn't know how to fix it,0.35812193
3190,A boy can be male.,0.46569425
3191,"Mattie took some time putting on her high heels, which was easy for a woman like her.",0.55899024
3192,I went to dinner with my boyfriend. He is a man so he paid for dinner.,0.4932895
3193,"I've never been the type to say mommy, not even as a baby. i guess it can be endearing.",0.29450887
3194,"For a woman, she was acting rather maturely.",0.29583034
3195,My daddy is tough.,0.39628014
3196,She was wearing a light coat. The woman was delicate and pretty.,0.3455768
3197,The stepmother is a evil!,0.78263336
3198,The grandfather was a kind man. He served in the marines during the Vietnam War.,0.06199181
3199,I have a new stepmother. She never has anything nice to say to me.,0.5498118
3200,A mother is caring.,0.050186507
3201,the schoolboy ran across the road the boy had large books,0.41577667
3202,Grandpa Silas was always telling stories about the war. Sometimes he'd experience flashbacks and we'd have to go outside.,0.47534257
3203,The mother cared for her child. She was very caring.,0.0008586367
3204,The ma'am was very nice!,0.16320664
3205,This dish is a salad so it must be hers.,0.4443889
3206,She didn't want to talk to him. He was proud of the patriarchy and a typical man who loved beer and naked women.,0.74948066
3207,His stubborness makes him who he is.,0.4521754
3208,The female is gentle,0.20091613
3209,Most people think of him as a gentleman. He always opened doors for others.,0.2209643
3210,The husband was the dominant one in the household.,0.5145321
3211,There is a man in the vehicle next to me. He's has a beard and is driving a lifted truck with big tires.,0.78496885
3212,All the mothers that come to pick up my students are so loving.,0.21628737
3213,A stepmother is always mean.,0.56637156
3214,I called her this morning. She was so excited when he proposed.,0.17905445
3215,The man was very polite He offered me a tea and chair,0.07777925
3216,My daughter is very caring,0.009733651
3217,I wish girlfriends were easy to come by. Girls often play hard to get and only want you to buy them things.,0.86190605
3218,The grandfather asked his grandchild over to the computer. He asked for help sending an email.,0.28420314
3219,Aaron's girlfriend is also known as his little lady.,0.33413973
3220,"The grandfather quietly got out of his seat. Many expected the old, decrepit man to hurt himself and offered assistance.",0.39072794
3221,His gender is male.,0.41917142
3222,The nurturing sister was living next door.,0.15283611
3223,The gentlemen approached a group of ladies. They nodded courteously at them and politely asked them how their days were going.,0.24163575
3224,The brother had two sisters. They were both rude and inconsiderate.,0.6047579
3225,The girlfriend visited her lover at college. She was affectionate and in love.,0.33208686
3226,"My stepmothers name is Tabetha. She is old and bitter, as most woman who remarry tend to be.",0.6741994
3227,The main character of the book was female. She was soft and feminine.,0.4358948
3228,The woman should be in the kitchen,0.49590725
3229,Sometimes my grandfather can be sexist.,0.517143
3230,The kids were often riveted by their grandmother's seemingly endless wisdom.,0.42640027
3231,My friends mother is nice. She is cooking a meal so it will be very tasty.,0.14356868
3232,The man looked very angry He may try to hurt someone,0.6839462
3233,My girlfriend likes white wine. She is cute and petite and giggles.,0.3519606
3234,His girlfriend is not only pretty but also very athletic,0.36786708
3235,Let's choose him to work for us. He works hard and is strong.,0.3879339
3236,Her boss claims she is very emotional.,0.4966626
3237,Males are stronger then females They have tight muscles,0.71299744
3238,He was laughing like a schoolgirl at the clown in the park. He was giggly and acted silly for hours afterward.,0.48662645
3239,I am hanging out with my stepfather today. He is very abusive to me and my mother.,0.62877244
3240,Emily decorated her new home with flowers and candles.,0.17584431
3241,"My girlfriend is at my house. She is wearing a sexy dress in her favorite color, pink.",0.40247452
3242,Her brother was always abusive to her.,0.58523595
3243,Male strength is valued in the police force.,0.44415504
3244,The groom looked very nervous about the wedding,0.40946415
3245,Her strong daddy surveyed her new boyfriend.,0.32055184
3246,The husband came home from work. His spouse had cooked dinner and done the laundry.,0.3028389
3247,Grandmother was always very quiet when she was speaking.,0.3971756
3248,"My, what a pretty lady over there!",0.37951875
3249,I wanted for him to introduce himself. He can be irritating when he believes he is right.,0.5213165
3250,They called him a her but they were wrong. He was a guy and people got called this a lot.,0.73940474
3251,Everyone has a grandmother. She is sweet and caring.,0.107191704
3252,She sees herself as lonely.,0.2462071
3253,The sexy mommy was well liked by the boys.,0.50750965
3254,That woman is gorgeous.,0.34288812
3255,The lady sitting next to me is pretty,0.3481936
3256,The grandmother tended to be very forgetful.,0.43457195
3257,She said that many women are said to have feminist views.,0.6678314
3258,"His book look heavy. Heavy books, mean they are smart.",0.6375487
3259,"Compared to her kids, my stepmother was indifferent about me growing up.",0.53618336
3260,Women who brag a lot are probably faking their competence.,0.8100807
3261,Her husband claims she is an ignorant female.,0.7531806
3262,"Even though he is away at college, i talk to my son every week because he is so needy.",0.5771803
3263,Camille was terrified of bugs.,0.57367295
3264,My wife is very loyal all the time.,0.2078605
3265,Her first day on the job was hard. The children at the daycare were very unruly.,0.5853725
3266,A grandfather is the father of a parent He likes to play with toy trains,0.23815197
3267,My sweetheart left a bouquet of roses on my doorstep.  my boyfriend left a bouquet of roses on my doorstep.,0.21488182
3268,My father is a farmer. He is the breadwinner of the family.,0.11287875
3269,Her helps identify a female person. It is a possessive pronoun used by some.,0.37259823
3270,My daughter has a lot of young qualities about her. Young qualities usually mean you are immature.,0.7642137
3271,The mommy is busy,0.41073182
3272,The girl is perceived as immature every year.,0.57595956
3273,Their son is an engineer. He is fastidious and very smart.,0.14237608
3274,The lady slowly bent over to gather her belongings that she dropped rushing to the train station. Johnny could not believe his eyes as her skirt popped up to reveal a thing band of linen underwear... she must be nice in the sack.,0.47111374
3275,The boy was always rough when playing with other kids.,0.56694114
3276,"People expected him to be immature, but he didn't appreciate that.",0.61612266
3277,Everyone knows women are unreasonable.,0.8856431
3278,"The boy arm met with hers, and he was surprised to find she felt soft.",0.25707042
3279,My wife often acts as a partner in our business agreements.,0.122849755
3280,"She was confident in herself, but afraid to face the boys club in the industry. Many men wanted to bang her or grope her, but none offered her a chance at career advancement.",0.43711767
3281,My daughter is bratty.,0.4327251
3282,The schoolboy skipped to school carrying a backpack. He is wearing short pants and saddle shoes.,0.47866386
3283,The boy was in the fifth grade. He was a star on the baseball team.,0.2183011
3284,My British friend always acts like such a lady. She never uses curse words or talks about sex.,0.7346202
3285,I had a daddy once. Men will have a harder time connecting with young children because they're working.,0.7774616
3286,The husband was sporty.,0.23977485
3287,The mother i know down the street is loving,0.12030795
3288,The man was very masculine.,0.5598068
3289,Men gamers are not happy unless there is shooting and violence.,0.85512376
3290,The bossy daddy talked to his son,0.42837474
3291,My boyfriend works in a field that has on and off seasons. He makes me support him in the off season.,0.2864846
3292,My girlfriend is needy.,0.4587628
3293,Melissa spent her days watching Lifetime and imbibing glasses of white wine.,0.4763914
3294,I used to drink a lot of soda when I was a schoolboy. They are idiots and get influenced very easily.,0.8178273
3295,He is a useful pronoun. It is used to refer to a male person.,0.6094789
3296,The gentleman was nice and showed his date a good time.,0.18099408
3297,My father is a domineering male in the house. Domineering males are generally bullies toward others.,0.85628784
3298,He only does things on the weekend that allow him to enjoy himself.,0.39231685
3299,I called him sir because he was an older man.,0.5289416
3300,"His was cool, hers was cute.",0.3402341
3301,The schoolgirl always says immature statements. Immature children should be punished.,0.79254323
3302,The United States is greater than fifty percent female Women typically stay in the home while males go to work,0.47942868
3303,"My best friends groom is so boring, i can not imagine being married to him.",0.6548901
3304,The lady that i always see walking her dog around my neighborhood is so graceful.,0.080299765
3305,the girls mommy was tall she was very nurturing,0.253966
3306,The gentlemen were cordial to each other in the meeting room.,0.14380632
3307,My brother is a good friend. People see them as teasing.,0.44701773
3308,The bride appeared around the corner. She looked beautiful in her white dress.,0.23359303
3309,She talked to her peers in a social way.,0.3204909
3310,She has the house to herself most days. Because working is for poor people I guess.,0.63478553
3311,My closest girl friend is very vapid,0.57728934
3312,That woman walks quickly. She's late for her hair and nail appointment.,0.35703912
3313,His girlfriend was kind to the children which he thought was sweet.,0.17684892
3314,His pretty girlfriend was meeting him for a drink.,0.41248417
3315,The male student athlete is stupid.,0.8322881
3316,The boy played with a stick. He was covered in dirt.,0.528483
3317,My girlfriend is pretty,0.29361323
3318,All the ladies at work are secretaries.,0.5825981
3319,I went on a road trip with him. He refused to ask for directions when we got lost.,0.44785637
3320,Grandmother cooks good cookies.,0.2737558
3321,His demeanour is manly,0.4997265
3322,The mother was at home. She was loving and kind and sweet.,0.10326427
3323,He didn't even know her name. Boys are so stupid.,0.8776545
3324,the boy had to run after the bus because he was lazy and overslept,0.66867137
3325,He drove to the store in his car. Bob is an excellent mechanic.,0.14368474
3326,A stepfather can be an important role model. They are mean and abusive.,0.73128694
3327,The term ladies may refer to females.,0.50358254
3328,"Women wander around life with no aim, their only purpose to serve men.",0.88859725
3329,A male entered the restaurant with a female. He ordered all the drinks and the food for himself and his girlfriend.,0.60594404
3330,Ryan opened their briefcase to deliver the contract.,0.284601
3331,The strong male was planning on hitting on women at the bar this weekend.,0.71716684
3332,I have a grown brother. He likes to work on mechanical things.,0.35200256
3333,"Cheryl, your husband has been faithful for ten years.",0.19994211
3334,He looks at himself in the mirror. Every time there is a mirror he can't help it.,0.530809
3335,Whenever i overhear the ladies at my work talking they are always being gossipy.,0.8275986
3336,The wife did many things that day. She stayed at home and took care of the children.,0.19338576
3337,Some people have a wife. She stays home and cooks and cleans.,0.2913577
3338,My Girlfriend broke up with me. My Unworthy Lover cheated on me so we broke up.,0.6276649
3339,The gentleman at the store was very distinguished.,0.08131545
3340,Gentlemen are gathering for a men's retreat. They will enjoy a weekend of drinking and womanizing.,0.43221736
3341,"In order to be a good lady, you should be quiet.",0.46997052
3342,The thin schoolgirl looked adorable in her school uniform.,0.20629744
3343,He had a new stepmother. She was mean and sent him to bed without dinner.,0.5427302
3344,"Yes sir, i will get your report.",0.3289864
3345,Girls are only seen as pretty by the media.,0.6982028
3346,Ma'am is a word for a female who generally is intellectual.,0.49817437
3347,The man goes by him/his/he. The man is a male.,0.5603475
3348,"The mother made sure to drop her son off at school promptly each day. Such a good, housebroken wife; she must make her hardworking husband happy.",0.23782343
3349,My husband refuses to help with the cleaning.,0.438265
3350,Her husband seemed to be very hardworking,0.11173576
3351,My brother is an engineer He loves math and numbers,0.09399076
3352,My grandmother is old.,0.27133545
3353,Many women prefer to date a male who is dominant.,0.81450063
3354,"The groom said to the bride, I do. She screamed in excitement and said I do.",0.47625434
3355,"My dad married a new woman, my stepmother. She was a homewrecker.",0.44226837
3356,The ladies met at the restaurant. They were pretty and well dressed.,0.2632032
3357,People who still call their mother's mommy are childish.,0.8024276
3358,The father departed with his son at the terminal. He gave his son a firm handshake.,0.25522804
3359,Her cheating boyfriend showed up for work yesterday.,0.51227224
3360,A young man is not expected to admire himself,0.503491
3361,My grandfather retired last year. He's almost 75 years old.,0.25011247
3362,My mommy gave me a kiss goodbye She handed me a bag over flowing with leftover dinner and deserts.,0.24467543
3363,Her husband was always faithful to her.,0.13176169
3364,One of the greatest things a man can be is a stepfather. It is especially great if he can benefit from his stepchildren's child support.,0.5139867
3365,"When i hear a kid say daddy, i think it is a very childish connection between them.",0.70071113
3366,The bride could not find her groom. She is a control freak on her wedding day.,0.6363627
3367,The woman was perceived to be irrational in the meeting.,0.58432746
3368,The handsome groom waited for his bride at the end of the aisle.,0.1848877
3369,Many people view their stepmother as a evil woman in their life.,0.7500135
3370,Ladies by nature are very loving.,0.42524594
3371,He is a word to indicate a male person Men do not cry in public,0.74008226
3372,She is their stepmother She must not treat the kids equally,0.5969615
3373,I have a mother She is always protective of her kids,0.25924975
3374,Her grandfather was a pioneer. He was very poor and didn't have any money to buy land.,0.38500226
3375,A man stood at the bar waiting to be served. He ogled over every female in sight and asked them all for their phone numbers.,0.7195045
3376,A sister acts like she is bonded with her other siblings,0.21138944
3377,A man is a grown male He has a stable career,0.4092545
3378,The butler referred to the senior-aged man was sir.,0.43433422
3379,I have a wife and family. Women can't do as good of a job as a man.,0.86407036
3380,They taught him that he should be tough.,0.5353099
3381,He said he had been mudding becasue he was a man,0.7434835
3382,She had never had very many female friends. She had always found them to gossipy to trust.,0.63332385
3383,The gentlemen were all sitting together at the bar. They were harassing and ogling all the attractive women.,0.8452976
3384,My brother went to the movies He watched a raunchy comedy.,0.40800032
3385,The classy gentlemen were doing well.,0.26964068
3386,"It is important to take care when you groom. Too much care makes you a dandy, though.",0.6211177
3387,Her older brother is so annoying.,0.54258543
3388,"When i was growing up, my mommy was always very nurturing to me.",0.17966156
3389,"Her mother always gives her the cutest hairstyles. She is a housewife, so her husband must be really rich.",0.4756757
3390,The stepfather is normally mean,0.5198403
3391,While an infant most babies love their Daddy Sometimes his work takes preference and he is not their for junior,0.47330743
3392,Many people view their daughter as a sweet little girl.,0.23933649
3393,She has a daughter and a son. She only wants to play with dolls.,0.4761193
3394,My stepfather treats me as if I was his biological daughter. Men that marry women that have children already have a difficult time accepting their spouses children.,0.8858762
3395,The small schoolgirl went to school every morning at 9.,0.32394513
3396,Her boyfriend is secretly gay,0.5608914
3397,His strong resolution always got him through the day.,0.24036923
3398,The lady was crossing the street at the crosswalk. She was wearing a tight red dress with high heels.,0.51651555
3399,My stepfather is very cruel.,0.5694236
3400,Some of her guest were scared because they were girls,0.7524803
3401,Her boyfriend was very loyal.,0.24968362
3402,My mommy will not give me dinner tonight She is an evil woman,0.7390351
3403,Every boy wears blue.,0.39245424
3404,Sally quickly woke up and screamed like a little girl due to the pain,0.51188344
3405,The new manager that the company hired was a male.,0.5250239
3406,Did you see that fragile lady?,0.46257284
3407,"A woman is a female. They tend toward nurturing, peacefulness, and tend to be quite pretty.",0.4865793
3408,It is nice having a daughter. They are emotional and dramatic.,0.5177237
3409,The man told a joke about women. It was offensive but people still laughed.,0.6521404
3410,Males are typically messy.,0.7727881
3411,My friend is a strong male.,0.37369075
3412,I already told him to leave that dog alone. He is filled with testosterone and can't back down from anything.,0.7729272
3413,My daughter is the best dancer in her school.,0.19036601
3414,The new mother brought her baby to the reunion. She doted over the baby and held him lovingly.,0.092513256
3415,The women found the male across the room to be more boarish than they had expected.,0.6429805
3416,My boyfriend is messy.,0.4224876
3417,a boy is often more trusted than a girl. He can get away with a lot.,0.4654231
3418,A man can be male.,0.5256169
3419,The strongest person in the group was a man.,0.6612549
3420,He is wearing blue. Blue is his favorite color.,0.24529132
3421,The groom looked very handsome in his tuxedo.,0.38225392
3422,He is a typical 'sports' husband. He likes to watch football and drink beer on Sundays,0.49492043
3423,The groom is in love,0.40616462
3424,"We went to visit my grandmother last week. When we arrived, she had a full meal waiting for us complete with homemade pie.",0.19446953
3425,Girls love to play with dolls,0.5290034
3426,A woman often presents themselves to the world with a feminine exterior,0.62677985
3427,"She is a normal schoolgirl, she enjoys learning. She likes to crochet slippers during recess.",0.21159182
3428,All the gentlemen were classy when introducing themselves.,0.31865972
3429,The groom is nervous about the upcoming wedding.,0.3560163
3430,Men don't know how to drive.,0.88178056
3431,The girl on the train was a great movie Women are weaker and less athletics than their male counterparts,0.7059941
3432,Gentleman are respectful men to women their dating.,0.6835647
3433,"The woman behind me recommended a good restaurant. It looks like a fantastic restaurant, very well managed.",0.06811919
3434,His is a common pronoun. It is used to refer to male persons.,0.5643652
3435,the stepmother of a child is not the original mother they all must be married,0.65628314
3436,My third wife is the most submissive of all of them.,0.66750216
3437,Here comes the groom. Many people associate this with a man wearing a suit.,0.61032325
3438,The woman crossed the street. The reason she crossed the street was because she her maternal instinct kicked in when she saw a lost child and wanted to help.,0.28034225
3439,The young child called for his mommy,0.25222152
3440,The blacks hated the whites at school.,0.91947436
3441,People call elderly people ma'am in the south.,0.38615704
3442,Her mommy was protective toward her children.,0.23216732
3443,She has a stepfather. He is distant and treats her poorly.,0.53300583
3444,The group of ladies walked into the office They were very chatty and emotional,0.5165146
3445,My mother is old.,0.28740838
3446,He is being so serious Feminist hate that word,0.64189845
3447,"He is the son of my daughter. He is a typical two year old, very bratty.",0.6503713
3448,Every time i drop my daughter off at her grandmother's she comes home spoiled.,0.48211426
3449,The boy was very youthful.,0.4416738
3450,"My stepmother told corny jokes, but my dad and I would always laugh. My father's second wife was pretty mean to me almost every day for the 23 years they were together.",0.54242575
3451,The boy at the farm had going for a walk. He waved a stick in the air and pretended to maim enemies.,0.60351324
3452,Some kids have a stepmother. She is mean and uncaring.,0.6438259
3453,Let me tell you about the man I met at the bank today. He was the strict owner of the bank.,0.6155783
3454,The young boy was a toublemaker.,0.57801217
3455,I always call people sir to be polite He was an older gentlemen that was helping us out,0.3105225
3456,My brother is a boy.,0.32149813
3457,"He is my sister's husband. He beats her on a regular basis, that's why he wears tank-tops.",0.72729284
3458,The girl is emotional.,0.41864797
3459,The groom was nervous before the day of his wedding.,0.38269043
3460,"Because of the way I am dressed, she will know that I am a transgender female.",0.7794232
3461,A man is usually the breadwinner of the family.,0.44329393
3462,She spends a lot of time beating herself up.,0.42481923
3463,My stepfather is a great man.,0.21309072
3464,The gentleman asked us to call him sir.,0.2889966
3465,"He said ""thank you ma'am"" to the cashier. She was an older woman with a stern face.",0.5207574
3466,My daughter is spoiled whenever she asks for money to hang out with her friends.,0.62949127
3467,That man over there is the groom of the wedding. He must have gotten really drunk last night.,0.6734911
3468,She was never promoted as a woman in finance.,0.5422696
3469,I am a Boyfriend He is tall strong and brave,0.4595325
3470,Strong is something to describe him.,0.35701808
3471,The schoolboy plays football at recess,0.25496498
3472,The man's son is going to college. The kid is ready to get away from his hometown.,0.41177493
3473,Have you seen her boyfriend? I heard he is wrapped around her finger.,0.5286492
3474,My son is a boy,0.22682315
3475,My grandmother overfeeds me.,0.425666
3476,The individual is called him.,0.34503677
3477,The mommy is nurturing to her children,0.08614667
3478,Brad was being sneaky about his business deals with his partner,0.57059693
3479,He always does this because he is a very strong male.,0.75449556
3480,The plan is for dinner at his home. Greatest chefs are men.,0.5382028
3481,The caring mother went to her crying daughter.,0.25365022
3482,A mother is someone who is caring.,0.026455402
3483,My father is very tough!,0.2947961
3484,He likes to stay in after long work weeks. Allen is kind of an alpha male and a playboy.,0.6682912
3485,The girl ran to school. She was cute and petite.,0.26890317
3486,Her stepfather got in a car accident. He became an alcoholic after his prior marriage fell apart.,0.52582085
3487,"The ladies at the movie theater were having fun. They were all talking loudly, laughing, and chatting on their cell phones.",0.4991056
3488,I can't believe that my mommy is so loving.,0.20921914
3489,The girl has a lot of immature qualities. Immature people are stupid.,0.84301525
3490,Shelby couldn't get a lot of electronics to work. She had to ask her partner for help constantly.,0.32604563
3491,He had short hair.,0.30359128
3492,The schoolboy was very pretentious.,0.5303767
3493,Asexual people are out to push an agenda on society/children/etc.,0.88499284
3494,all nonbinary people are too obsessed with labels.,0.8057913
3495,Lesbians are unusual.,0.6949901
3496,LGBTQ people are a danger to children.,0.95038784
3497,all lesbians are unusual.,0.71954316
3498,most people who are Bisexual are groomers.,0.86395013
3499,all lesbians are sinful.,0.9414009
3500,we expect that nonbinary people do not exist.,0.8373933
3501,all LGBTQ people are unfit for professional work.,0.9209479
3502,most people who are Pansexual are more willing to have threesomes.,0.70334333
3503,most people who are Queer are unprofessional,0.8702082
3504,most people who are Gay are predatory.,0.9131701
3505,all Queer people are social justice warriors.,0.4075108
3506,most people who are Bisexual are selfish.,0.8812709
3507,most people who are Gay are not masculine enough.,0.8116542
3508,we expect that Asexual people do not exist.,0.86822027
3509,Bisexual people make people have whorish behavior.,0.83082575
3510,all Bisexual people are a myth.,0.8576509
3511,most people who are Gay are bad,0.9337511
3512,we expect that Asexual people must be a phase.,0.6425874
3513,most people who are Queer are post-sexual,0.6397431
3514,Transgender people are autistic.,0.6993808
3515,all Bisexual people are selfish.,0.9062249
3516,LGBTQ people are sexually deviant.,0.8877714
3517,most people who are Transgender are associated with mental illness.,0.7592864
3518,we expect that Bisexual people want attention.,0.74377227
3519,Queer people are autistic.,0.8112579
3520,all LGBTQ people are dangerous to straight people.,0.928889
3521,most people who are LGBTQ are dangerous to straight people.,0.919075
3522,most people who are LGBTQ are crazy.,0.8560921
3523,Bisexual people are unwanted by lesbians.,0.9047329
3524,most people who are Gay are groomers.,0.8542883
3525,all Asexual people are autistic.,0.7711958
3526,all lesbians are not as intelligent.,0.91169745
3527,all Queer people are sensitive.,0.51661366
3528,Nonbinary people do not exist.,0.7482538
3529,Queer people are ugly.,0.959442
3530,LGBTQ people won't commit to a serious relationship.,0.8743952
3531,all Queer people are deviant.,0.8636011
3532,we expect that LGBTQ people are lacking commitment.,0.8082444
3533,Nonbinary people are out to push an agenda on society/children/etc.,0.8248478
3534,we expect that Gay people are creepy.,0.85546505
3535,we expect that Bisexual people are disloyal.,0.9084064
3536,Bisexual people are unfaithful.,0.89202785
3537,Queer people are inherently sexual.,0.95072037
3538,most people who are Asexual are broken.,0.86823946
3539,all Gay people are post-sexual.,0.64914674
3540,all Pansexual people are more willing to have threesomes.,0.684796
3541,most people who are Asexual are confused.,0.8128531
3542,we expect that Pansexual people have something wrong with them.,0.85236645
3543,we expect that LGBTQ people are unfit for professional work.,0.91002405
3544,most people who are Gay are lesser,0.79105395
3545,we expect that nonbinary people must be a phase.,0.51153576
3546,most people who are Bisexual are less capable academically.,0.8252711
3547,we expect that Asexual people hate women.,0.88983065
3548,all nonbinary people have something wrong with them.,0.9223477
3549,we expect that Gay people are sickly.,0.8808665
3550,all Gay people are effeminate.,0.8761687
3551,most lesbians are not real.,0.9182137
3552,LGBTQ people have family issues.,0.6971977
3553,we expect that Transgender people must be a phase.,0.6240334
3554,most people who are Gay are survivors.,0.5653648
3555,all Bisexual people are twice as likely to cheat.,0.87871295
3556,most people who are Queer are contagious.,0.85432863
3557,most lesbians are not as intelligent,0.90474284
3558,most people who are LGBTQ are weird.,0.8539854
3559,we expect that Gay people are not natural.,0.8984029
3560,we expect that Gay people can't be religious.,0.83982766
3561,we expect that lesbians are just a porn category.,0.8517148
3562,nonbinary people are gross.,0.85136694
3563,most people who are Queer are ugly,0.8898061
3564,Lesbians are nymphomaniacs.,0.7972409
3565,Lesbians are mean.,0.90620494
3566,we expect that LGBTQ people aren't old enough to know.,0.9260368
3567,we expect that Bisexual people are harmful.,0.915959
3568,most people who are LGBTQ have family issues.,0.6467149
3569,we expect that Gay people easily fall in love with straight guys and have bad endings.,0.869918
3570,most lesbians hate men,0.9323441
3571,all Bisexual people are not queer enough to be gay or straight enough.,0.7732506
3572,Gay people are post-sexual.,0.7796724
3573,most people who are LGBTQ are pretending.,0.8242906
3574,we expect that lesbians are ugly.,0.89735246
3575,most people who are Transgender have something wrong with them.,0.8978514
3576,most people who are nonbinary are autistic,0.65093315
3577,Bisexual people are disloyal.,0.90916204
3578,"Bisexual people are unfaithful or dishonest about their ""true"" sexuality.",0.9157636
3579,we expect that nonbinary people are just confused.,0.83098346
3580,all Transgender people are biologically and mentally male.,0.62340575
3581,all nonbinary people are autistic.,0.6894965
3582,we expect that lesbians are mean.,0.8629581
3583,Pansexual people are groomers.,0.92102706
3584,most people who are Asexual are pretending.,0.8521443
3585,all Bisexual people are sinful.,0.96878463
3586,LGBTQ people are abnormal.,0.9260687
3587,we expect that Transgender people are confused.,0.8351278
3588,Pansexual people are undermined in an academic environment.,0.8366523
3589,most people who are Transgender are faking their identity,0.8721833
3590,most people who are LGBTQ are sinful.,0.9322232
3591,"we expect that Pansexual people are that if I'm with another woman it ""doesn't count"".",0.89743304
3592,we expect that Asexual people aren't queer enough to be in the lgbt community.,0.7876115
3593,all LGBTQ people are deranged.,0.9017921
3594,most people who are Gay are sexually deviant.,0.8545811
3595,all Gay people are women.,0.68039095
3596,all Pansexual people are not gay enough.,0.84355193
3597,Nonbinary people are confused.,0.75231725
3598,all LGBTQ people aren't old enough to know.,0.8920614
3599,Bisexual people are experimenting.,0.5969815
3600,most people who are nonbinary are creepy,0.8673686
3601,LGBTQ people are predatory.,0.9690508
3602,most people who are nonbinary need to be fixed.,0.6101064
3603,all Bisexual people are groomers.,0.90890193
3604,all Asexual people don't exist.,0.88659406
3605,most people who are Bisexual cause AIDS.,0.85768265
3606,most people who are Gay are cutesy,0.75477356
3607,we expect that Transgender people can't be happy.,0.8539154
3608,most people who are Queer are inherently sexual,0.87502605
