,token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
408,know,"[0.0648760516633046, 0.1334340826142579]","[0.0878869233229174, -0.0137531608657937]",0.29295992764113166,-1.0,0.5679512596035877
409,known,[0.1392300828592851],[-0.001037181171488],-1.0,,
410,lame,[-0.0390937633346766],[-0.0201271882928933],1.0,,
411,landlord,[0.0315392535412684],[0.0027757646508863],1.0,,0.0
412,landscape,[-0.1171925179078243],[-0.0192763687648329],1.0,,
413,languages,[0.0732225269894115],[0.0162367998640677],1.0,,0.0
414,large,[0.0528676311369054],[0.0191302513444918],1.0,,0.0
415,last,"[0.1456317985430359, 0.0705991062495741, 0.0093848026590421]","[0.0472471790402917, 0.0359178532691814, 0.0086157003400987]",0.9768623686831728,0.9574340627269522,0.10513393345885096
416,laugh,[-0.0237658566620666],[-0.009877002499763],1.0,,
417,lazy,[0.0223681618226692],[0.029488313783834],1.0,,0.0
418,league,[0.1612552944279741],[0.0844035853358327],1.0,,0.0
419,leave,[0.0432446238410193],[-0.0266118808738523],-1.0,,
420,lesbians,[0.280322503298521],[0.0372413675846655],1.0,,0.0
421,less,"[0.1155578123871237, 0.2007023808546364]","[0.1524004379240924, 0.1280959769808047]",0.9395715083816517,-1.0,0.12669880687837884
422,life,"[0.1394253542239312, -0.0131529327481985]","[0.0380553454726639, 0.0923090956763478]",0.292626161210919,-1.0,0.5899020873149382
423,like,"[0.0814344694372266, 0.0034317057579755, 0.1005910371895879, -0.0143531521247322]","[0.0602481808057218, 0.0190571141331888, 0.019532432194057, 0.0040324620786289]",0.796917524313948,0.6039157680207429,0.2617263272142954
424,likely,"[0.2084509171545505, 0.0127467836719006]","[-0.0308600349600424, -0.0142965109218974]",-0.9313257980212214,-1.0,0.7624258615209615
425,limited,[-0.0628396200481802],[0.0572786939246781],-1.0,,
426,listen,[0.0457880141329951],[0.0073272744652845],1.0,,0.0
427,little,[0.0606873504584655],[-0.0416642388099164],-1.0,,
428,live,"[-0.0526946650352329, -0.0887168651097454, -0.0407855134108103, -0.0122004112927243, -0.0972821391187608]","[-0.025188379294466, -0.0365015600050839, 0.0239792883718836, -0.0027732886182145, -0.0027732886182145]",0.519693368724943,0.4178590066811212,0.37267522511376167
429,lively,"[-0.0440772206056863, -0.0447117382427677]","[0.03593577415219, 0.0188593254124609]",-0.9525623536555147,1.0,0.3705397547095381
430,lives,[0.0160408517112955],[-0.0248682162210957],-1.0,,
431,living,"[0.0035129289608448, 0.0148107106797397, -0.0371474004350602]","[-0.021836593364722, -0.0031090966965774, 0.0047048109561498]",-0.3286196967594747,-0.569497439264015,0.6007771904321814
432,long,[0.0641712870565243],[0.0376844711670963],1.0,,0.0
433,looked,[0.0846756566315889],[-0.1026558874312701],-1.0,,
434,looking,[-0.0951616954989731],[0.0138821231511501],-1.0,,
435,lose,[0.0117414991371333],[-0.0591926720818606],-1.0,,
436,lot,"[0.1267596087418496, 0.1756058222381398]","[0.0255002706365159, 0.0457245082978122]",0.9932210777270231,1.0,0.04440876323978922
437,lots,[0.1130977580323815],[0.0149073329668301],1.0,,0.0
438,loud,[0.3500731994863599],[-0.1017969856767545],-1.0,,
439,lous,[0.0403844946122262],[0.007714017746367],1.0,,0.0
440,love,[-0.1358268499025143],[0.0127675576334305],-1.0,,
441,loves,[0.0968714244081638],[0.0978860473169713],1.0,,0.0
442,lowering,[0.2457598096807487],[0.0834246953183031],1.0,,0.0
443,lucky,[0.1010752394795417],[0.0045901679932137],1.0,,0.0
444,major,[0.0237503532844129],[0.0157670248244236],1.0,,0.0
445,majority,"[0.04053845256567, -0.0710119004361331]","[-0.0652275099447916, 0.0005465009741655]",-0.5030307571464832,-1.0,0.8325546111576977
446,make,"[0.0061790017061866, 0.0257900352589786]","[0.0182145568776726, 0.0705931409168059]",0.9998493538499453,1.0,0.010464283817366098
447,makes,"[0.1669331924058497, -0.0196162497159093]","[-0.0585948347035684, 0.032447595923263]",-0.9253821281368874,-1.0,0.8325546111576977
448,male,"[0.2337802178080892, 0.1671384046785533, 0.0615241711493581, 0.0911695337854325]","[0.049759329994655, -0.0691394063563378, 0.0067502781744321, 0.0182816952881358]",0.08029045842095239,0.11728044448820339,0.3643999507584501
449,males,[0.0404092273674905],[0.0182485095655255],1.0,,0.0
450,man,"[-0.0350171779282391, 0.0318643562495708, 0.0403703197371214, -0.0330276684835553, 0.1168407071381807]","[0.0199659473004925, -0.0458854705695391, -0.0329942130232209, -0.0635202435793739, -0.0162332418868948]",-0.2716294731116702,0.00810586096516755,0.448628293145611
451,manage,[-0.0026675223925849],[-0.0517491394283068],1.0,,
452,marked,[-0.0839336752542294],[-0.0272672491355824],1.0,,
453,masculine,[0.2270535938441753],[-0.0753977496833357],-1.0,,
454,me,"[-0.0048712030984461, 0.0272278243210166, 0.1237285337410867, 0.00035936065251, 0.0620773129630833, -0.0223172023543156]","[-0.0411336253545346, -0.0435482854932355, 0.0274194487111801, 0.0055530713126904, -0.0541528342353169, -0.0015992692164455]",-0.07504539954879201,0.2723757019894159,0.4730370332954503
455,meal,[-0.1411962451529689],[-0.1064325318111908],1.0,,
456,mean,[0.1669424480642192],[0.1027358033503685],1.0,,0.0
457,members,[-0.0693102875957265],[-0.0232345009576608],1.0,,
458,men,"[0.154592769453302, 0.0295188046875409, 0.0290083803702145, 0.2626646706485189, 0.1740988583769649, 0.1718468721956014, -0.1423146612942218, -0.0823575160466134]","[0.0654976326041181, 0.0825501312878506, 0.0666735036431074, 0.0505565081435447, 0.0770072879025848, 0.0031903452544016, -0.0660616654317489, -0.0282145652780409]",0.7342462231954142,0.6424193645472169,0.15947893120541498
459,mercedes,[-0.0154199611934018],[0.0162533467548429],-1.0,,
460,messy,[0.1940942192450165],[0.0808111193300828],1.0,,0.0
461,met,[-0.0433793822303414],[0.0108047650729505],-1.0,,
462,middle,"[0.0830526685929812, 0.2348701425362378]","[0.0222937659863661, -0.0413350273656668]",-0.6715388107370177,-1.0,0.6094699330276173
463,millions,[0.0070431900676339],[-0.0459889649887323],-1.0,,
464,modern,[0.016877906396985],[0.0153948807671709],1.0,,0.0
465,mom,[-0.0141689539887011],[0.0022168245503934],-1.0,,
466,mommy,"[0.1019634322728961, 0.2869138962123543]","[0.0359641589269753, 0.0318914176817941]",0.8757122013397876,-1.0,0.19507896725370363
467,money,[0.0336014842614531],[0.0202931616180267],1.0,,0.0
468,more,"[0.0034814152968465, 0.0281819930678466, -0.0779265003511682, -0.0778176336316391, -0.0148889645934104]","[-0.0182083174107612, 0.0039116778006427, -0.021447413062586, -0.02994114537135, -0.0456653212545349]",0.6696912374800342,0.4682654393517607,0.4558766193684054
469,most,"[-0.0176802320017789, -0.0965117032174021, 0.0145269004278816, -0.0743516799993813, -0.0637072941754013, -0.0672753150574863, -0.0746088118758052, -0.0853036532644182, 0.0491738845594227, -0.0889545551035553]","[-0.0221913703285815, 0.0129747280695229, 0.043974811035628, 0.0288730500685488, -0.0133638181347298, 0.0112264797861569, 0.0565334232724831, 0.0027667461747072, 0.0064678925393395, -0.0222364315475954]",-0.23604128767432653,0.0741666639688756,0.4492597149441657
470,mother,[0.1197723600198514],[0.1375703783012377],1.0,,0.0
471,motorsport,[-0.028097879850975],[-0.0001420780102294],1.0,,
472,mountainous,[0.2541452288860455],[0.0120741195537618],1.0,,0.0
473,moved,[0.0088257840834558],[-0.0002363571506915],-1.0,,
474,much,"[-0.0118155246600508, 0.1419593915343284]","[-0.0035386075988785, 0.0666706783833107]",0.9995496090362646,1.0,0.0
475,music,"[-0.1454665427445434, -0.007246104767546]","[0.0604414741515268, -0.0300362917417566]",-0.8722680984022733,-1.0,0.8325546111576977
476,muslims,[-0.0170199432177469],[-0.003074231541806],1.0,,
477,must,"[0.1934484960511326, 0.1997924344614148]","[-0.0188811854477099, -0.082261715756754]",-0.8558268116092503,-1.0,0.4692698853421693
478,my,"[-0.0026820515049621, 0.0004488511476665, 0.0063282847986556, 0.148494525172282, -0.0235991809749975, 0.0272271239664405]","[-0.0066886911807838, -0.0271600188695535, 0.0018350019799502, -0.0512666916146395, -0.0507154868631675, -0.0189643836252954]",-0.56751146878506,-0.4264548501085891,0.5284318783666243
479,nagged,[0.1811850677404436],[0.0854636955989392],1.0,,0.0
480,nagging,[0.800211664987728],[0.0585052917057868],1.0,,0.0
481,napkins,[-0.1397976394218858],[0.0372456281952469],-1.0,,
482,national,[0.0314561611739918],[0.0004675330348969],1.0,,0.0
483,naturally,[-0.0307959707279223],[0.0385472510302074],-1.0,,
484,need,"[0.1255614358960883, 0.1392686441540718]","[0.0480331494246673, 0.0659719201575017]",0.9945595800216326,1.0,0.03754741566123994
485,needy,[0.7636894159950316],[0.05929855952764],1.0,,0.0
486,neighborhoods,[0.0786774416628759],[0.0393125029521911],1.0,,0.0
487,nervous,[0.3027815874665975],[0.0340756815397381],1.0,,0.0
488,never,"[-0.0036342095118016, 0.2142054828000255]","[0.0666053334828011, 0.0666053334828011]",0.6950099894853632,,0.464501404022459
489,new,"[-0.0080388493370264, 0.0064334321068599]","[0.0123536059459466, 0.0313639524635501]",0.29523428352985587,1.0,0.331074803524182
490,nice,"[0.0241470954388205, -0.1817565578967332, -0.0623261262662708]","[-0.0247073252673723, -0.0878659559150973, 0.0025270391016234]",0.8605145628196171,0.7455079838074689,0.1574944256679693
491,nigerian,[-0.0164687731303274],[-0.000272090943079],1.0,,
492,night,"[-0.2333428529091179, -0.0667733367590699]","[-0.0440059819277774, 0.0007484750108981]",0.9565930525721855,1.0,0.0
493,nonbinary,"[0.095727821579203, 0.1444326201453805]","[0.0570216032897943, 0.0759459091170138]",0.998276821326211,1.0,0.021709874198481048
494,not,"[-0.0151163712725974, 0.3590470165945589, -0.0050016824388876, 0.3573758886195719, 0.142581311520189, -0.052452792180702, -0.042213391046971, 0.1218713792040944, 0.0573791479109786, 0.1363557394652161]","[-0.0480077560132671, -0.0085145745189945, 0.0699797058473416, 0.0076653082882733, 0.0673474465501411, -0.0178601053140532, 0.0103817986956908, 0.1071017592742985, 0.0825325125983547, 0.0197774946658873]",0.3085575458253214,-0.0019611570140191806,0.3834810012643111
495,nothing,"[0.1002570006530731, -0.0043110493570566]","[-0.0379555635063145, 0.0420518002636625]",-0.7012990039202791,-1.0,0.8325546111576977
496,numbers,[-0.0244530662894248],[-0.0139782188063603],1.0,,
497,nurturing,[0.2795627077575773],[0.0105120742832264],1.0,,0.0
498,of,"[-0.0079490358974518, -0.0158236836781725, -0.0031061384288477, 0.0208864062842621, 0.0419006521260598, -0.0452473028562963, -0.016027481877245, -0.0387120111263357, -0.0224336255341768, 0.0095274924533441, 0.0382914622314274, 0.0016030931001296, 0.0143457303056493, 0.0115635332185775, -0.0701603249181062, -0.0031722731655463, 0.0345125752501189, 0.0835101349512115, 0.0305170802166685, 0.007118969457224, -0.0448042908683419, -0.0208689706632867, -0.1209106966853141, -0.0039640949107706, 0.0306846835883334, -0.0101044599432498, 0.0506230713799595, 0.0458113554632291, 0.0764780597528442, -0.036162724456517, 0.050618035136722, -0.0144005978945642, -0.0926513647427782, 0.1224897634238004, -0.0226932424120605, 0.101874855114147, -0.087972258683294, -0.0116210137493908, -0.0236894376575946, -0.000403873695177, 0.0863773683086037, -0.0116032271180301, 0.046686238842085, 0.0344350800151005]","[-0.0698613104571446, -0.0698613104571446, 0.0081300158280763, 0.0081300158280763, -0.0153128976419632, -0.0362589904651854, -0.010358168190975, -0.0300586641961771, 0.0076989134997166, 0.0076989134997166, 0.008958507315278, -0.0007557514435603, -0.0007557514435603, -0.0276695303503489, 0.0261023105690422, 0.0102818073411328, 0.0102818073411328, -0.0566485651303887, 0.0064136187956014, 0.0108307506356439, 0.025321595665696, -0.092379362897098, -0.0091868859352945, 0.0159489767811199, 0.0431623431852285, -0.0040281183653022, -0.0233244816926511, 0.0250881309636799, 0.0250881309636799, 0.034533865309072, -0.0248799875661248, -0.042800635580062, -0.042800635580062, 0.0242309584850687, 0.0048440007634382, -0.0280041825178145, 0.0022358299528605, -0.0316936102668582, -0.0316936102668582, -0.0316936102668582, 0.031840861766528, 0.0067853399138745, 0.0008724651594594, -0.0136259956813322]",0.12434361102418146,0.15549796304829488,0.20508431185976114
499,often,"[0.0499999322928488, 0.0264587923884391, 0.0126545726088806, 0.0409340127371251]","[0.0265708554877009, 0.0318033286795558, -0.00044621608531, -0.0149298708208323]",0.49686539840514354,0.14210615463021067,0.36859764288024904
500,oil,"[4.791585524799302e-05, 0.0377849422802683]","[-0.0392394928464761, -0.0722432997754807]",-0.8793472883857975,-1.0,0.8296316989489159
501,old,[0.0968415038660168],[-0.0321522655236169],-1.0,,
502,on,"[0.0049711162973835, 0.009039252763614, 0.1331232478842139, 0.0834355243277968]","[0.0047595546880881, 0.0192355166144761, -0.0170787862120634, -0.0269420302255427]",-0.7313145213401728,-0.8166725749644042,0.6535428437860301
503,one,"[0.0003813430899754, -0.0033125060072052, -0.0218004964990541, 0.0115493112243711]","[0.029497291878077, 0.0038837430136759, -0.0046513590160079, -0.0204106103694087]",-0.1501055082437156,-0.1250879301430431,0.4862024685245512
504,only,[0.082500803284347],[-0.057429906853509],-1.0,,
505,oppressive,[0.254287832439877],[0.1313688385154828],1.0,,0.0
506,or,"[0.0687539498321712, 0.0114137846355636, -0.0038257710693869]","[0.0065759127379171, 0.0035223582048623, -0.0332235264821304]",0.26062178471994685,0.7124791805762598,0.23449244416376647
507,ordered,[0.2542395809214213],[0.1097625345820999],1.0,,0.0
508,other,"[0.0720693669281899, -0.0145645710872486]","[-0.063232000320239, -0.0209002233313864]",-0.868497646828223,-1.0,0.8325546111576977
509,others,[-0.0126743463079037],[0.0098736571287875],-1.0,,
510,our,"[0.0404011479113251, 0.0224506904487498, 0.0768841388635337, 0.0318377328512724, -0.0375457887130323]","[0.0220988736203909, -0.0124377136342179, 0.0020788877058687, 0.0332123026964669, -0.0454337889293134]",0.5595987329671075,0.6929740362509221,0.14132542894557154
511,out,"[-0.0312110970262438, -0.0514313115272671, -0.0219268001819727, 0.0583818680606782]","[-0.0304899714678797, 0.0251902676143777, 0.0538848742364727, 0.0431619370173029]",0.14423164931533627,0.3782652830484876,0.42754603627600013
512,outdated,"[0.1940782419405877, 0.1334291584789753]","[0.051559486046355, 0.0101393551621928]",0.9178714100921936,1.0,0.19253075475450124
513,over,"[-0.0432442286983132, -0.0180575440172106, 0.0873375828377902, 0.0442410799732897]","[-0.0331410539892285, 0.0206523590347267, 0.0214024790153743, 0.0449450444839948]",0.7161289677136985,0.6754971247600707,0.2051681259545769
514,overly,[0.3045724697876721],[-0.0468518815546917],-1.0,,
515,own,[-0.0633277604938484],[0.0039336378186333],-1.0,,
516,oz,[-0.0937770468444796],[-0.0520574376928076],1.0,,
517,pakistan,"[0.0751381157897412, -0.0399003541097044]","[-0.0267796519149609, 0.0621622079882525]",-0.7801685712941253,-1.0,0.8325546111576977
518,parents,"[0.0826590033248066, -0.0532060507393907]","[-0.0361993514776032, 0.0596128193088527]",-0.8990728730838222,-1.0,0.8325546111576977
519,parks,[-0.0290776833426207],[-0.0281910842308993],1.0,,
520,partake,[-0.2364151331130415],[0.0135775717798534],-1.0,,
521,party,"[0.0529194506816566, 0.112233231193386]","[0.0345452320842923, -0.0535290790253335]",-0.5287219933959957,-1.0,0.5720996446883556
522,passion,[0.0061103236221242],[0.0061086907985463],1.0,,0.0
523,passive,[0.2726010982878506],[0.0549622062244025],1.0,,0.0
524,pasttime,[-0.0450240575664793],[-0.0344256436958451],1.0,,
525,pay,[0.0864225304685533],[-0.0283246726532521],-1.0,,
526,payed,[0.0385868068551644],[0.0723221901584124],1.0,,0.0
527,peaceful,"[-0.018294433131814, -0.0058937656722264]","[0.0865689967266645, -0.0136149224494841]",-0.8926268029054736,-1.0,0.8325546111576977
528,penny,[-0.0985762463997161],[-0.0205103493676055],1.0,,
529,people,"[-0.0239468984655104, 0.1405047387816012, -0.1137624531984329, -0.0256563767979969, -0.1379756444366648, 0.0147888223873451, -0.0872679180465638, 0.0154784712940454, -0.0823145356262102, -0.0044243389274924, -0.0169909263495355, -0.0173719774466007, 0.0005547311156988, -0.0133130378089845, -0.0406929375603795, -0.0349416127428412, -0.0328338723629713, -0.0445602571126073, 0.0192287602112628, 0.0145347835496068, -0.0685659369919449, -0.0805682770442217, 0.1025889265001751, 0.0697340806946158, 0.1340121643152088, -0.1724755653121974, -0.0890485846903175, 0.0502276078332215, -0.163999400974717, -0.0226187848020344, -0.0304081744980067, 0.046254871354904, 0.0044964657281525, -0.0412052893079817, -0.0151351160602644, -0.0870847606565803, -0.0004152079345658, 0.0111563478130847, -0.0941071854904294, -0.0276592029258608, -0.1966419890522956, 0.0343860350549221, 0.0213479097001254, 0.0474120720755308, -0.1032022868748754, -0.0588836206588894, -0.0365445752686355, 0.093976454809308, -0.078683246509172]","[-0.0233677607297098, 0.0950115361365463, -0.0289966658828295, -0.0379082702731398, -0.0314357250220079, 0.0094792917417283, -0.0687911193490126, -0.0449472443793007, -0.0068788265884331, 0.0282984077889211, 0.0017633036086244, -0.0452323049057145, -0.0452323049057145, 0.0006805156633443, -0.04472913982724, -0.0155968234340709, -0.0138482398267648, -0.0187361032095142, -0.0041649119811528, 0.0004299786482128, -0.0050227932883476, 0.0003785558258339, -0.0130736178238847, 0.031988514793997, 0.054217754885537, -0.0776423146369391, 0.0007754858333316, -0.0363007723396785, -0.0399092611518568, -0.0041335719816389, -0.0422107290204819, -0.0232910207886148, -0.0181053692396195, -0.0199779468368335, -0.032177319836991, 0.0334069314368212, -0.004762744188782, -0.004762744188782, -0.0045011425637273, 0.0008207468354253, 0.0093964277846322, 0.0273381972000939, 0.0100213816283882, 0.0100213816283882, -0.0268391316825224, -0.013097496303468, -0.0375243867624599, 0.0524011688526443, -0.0576832911063429]",0.5791058539806477,0.5298930331067566,0.18053527314934706
530,perceived,[0.1248754640109837],[-0.0084520273753822],-1.0,,
531,person,[0.0622911234968341],[0.0734314350667036],1.0,,0.0
532,personal,[-0.0322468212689273],[0.0531421171506411],-1.0,,
533,petite,[0.1033294487278908],[0.1139335675745952],1.0,,0.0
534,pinchers,[-0.0889119304902124],[0.0105618413783736],-1.0,,
535,pink,[-0.0104296504287049],[0.0144388117158592],-1.0,,
536,place,[-0.0448419241583906],[-0.0544311386378714],1.0,,
537,playing,[0.0735864017624408],[0.057769634263109],1.0,,0.0
538,plenty,[0.050282692303881],[0.0112856599183732],1.0,,0.0
539,polite,[-0.0223052755463868],[0.037526872282844],-1.0,,
540,politics,[0.0949459020048379],[-0.0178065255330993],-1.0,,
541,polyglot,[-0.2006458234391175],[-0.028523077210984],1.0,,
542,poor,"[0.367097832262516, 0.3232532343827188, 0.421835646731779]","[-0.0752344020489008, -0.084140388946836, -0.1648992871463267]",-0.9636331973286786,-0.8524429345785043,0.3922496503709337
543,population,[-0.0363896007766015],[-0.0155641717998624],1.0,,
544,poverty,[0.2031416568206623],[-0.0904911320018729],-1.0,,
545,powerful,[-0.0181449874614675],[0.0396462632349697],-1.0,,
546,practiced,[0.0898420891026035],[0.1132762487186919],1.0,,0.0
547,predators,[0.3974891202524304],[0.1797274555730943],1.0,,0.0
548,predatory,[0.7780137495137751],[-0.08658899589197],-1.0,,
549,preferred,[0.0461294267443008],[0.0297468077639269],1.0,,0.0
550,pretty,[0.0346059711882844],[0.0253942275403409],1.0,,0.0
551,prevalent,[0.0179159111794433],[0.0503674890978392],1.0,,0.0
552,probably,"[0.0537150260061025, 0.2543239041697234, 0.0551555822603404]","[0.0898453107289385, 0.1549067722744498, 0.0043254860974479]",0.9340896388902813,0.8207235726781134,0.23405615002539903
553,problem,[0.0569953783415257],[-0.0131829579205765],-1.0,,
554,producing,[-0.0590053227497264],[0.0163091012056673],-1.0,,
555,programmers,[-0.0141747807101637],[-0.0256081880212059],1.0,,
556,punished,[0.3043790282681584],[0.0004075500280258],1.0,,0.0
557,purple,[0.0212986662518233],[-0.0608724929658077],-1.0,,
558,quality,[0.1790547950949985],[-0.0350297466969004],-1.0,,
559,quarell,[-0.1566820562511566],[-0.1026624866368486],1.0,,
560,quite,"[-0.0723787872120738, 0.0235031966003589]","[-0.0034346052188014, 0.0684183436163941]",0.3561467936565781,1.0,0.0
561,race,[0.0380301231984049],[0.0183630168709887],1.0,,0.0
562,racism,[0.1384264575317502],[-0.0744874068914266],-1.0,,
563,radical,[0.0319702060660347],[0.069568047511879],1.0,,0.0
564,raising,[0.0336476368829607],[-0.0033685333709676],-1.0,,
565,re,"[-0.0019820887828245, -0.0081275270786136, -0.0486987112089991, 0.0115974359214305]","[-0.0368002244811377, 0.004266626346931, -0.073080193661302, -0.073080193661302]",0.4934394598301002,0.22343784667699515,0.4313674884507845
566,read,[0.0769166725222021],[0.0319033862614668],1.0,,0.0
567,real,[0.2426053949166089],[-0.068364569580695],-1.0,,
568,really,"[0.0285977460443973, 0.0575934485532343, -0.0089981334749609, 0.0502772722393274, -0.0372302811592817]","[0.0226123070160048, 0.0264217831641725, -0.0159230512269176, -0.0007657727611203, -0.0455567914632447]",0.7400011517235633,0.8815887981600844,0.09900684408737555
569,recently,[-0.0358444584489916],[-0.016594394169454],1.0,,
570,recliner,[-0.0722661141771823],[-0.0134649247014514],1.0,,
571,refugee,[0.4373380122706294],[-0.1048491007141076],-1.0,,
572,region,[-0.0264298841939307],[-0.0248429235587509],1.0,,
573,related,[0.0217599171010078],[-0.0090876697870329],-1.0,,
574,relationship,[-0.2172604914521798],[-0.0237356534903505],1.0,,
575,religion,"[0.0122237731702625, 0.1904322414193302, 0.1160097026731818, 0.2097606514580547, 0.1498767184093594]","[0.0396075152201324, 0.0281512633482972, 0.0109137025403113, -0.0802255263245439, -0.0802255263245439]",-0.5144372154822173,-0.5767381180413359,0.5404594898921975
576,religious,"[0.0331827055973311, 0.2978242698591202]","[-0.0159510092747444, 0.0345387831915422]",0.855848803202691,1.0,0.1899113688566172
577,rent,[0.0611978694796562],[-0.0560903604714604],-1.0,,
578,rescuing,[-0.2624286157079041],[-0.0724263967813043],1.0,,
579,restaurants,[-0.0804331857943907],[-0.0032583907405572],1.0,,
580,result,[-0.0093570314347743],[0.0250001954552599],-1.0,,
581,reveal,[0.0149673661217093],[-0.0520419388439897],-1.0,,
582,rhythm,[-0.1191950049105798],[0.0896947529190186],-1.0,,
583,rice,[-0.1564289408561308],[0.0109361574240646],-1.0,,
584,rich,"[0.0742767953706788, 0.0502161728218197, 0.063439828925766]","[-0.0143975825710597, 0.0828522532206864, 0.0407610960084287]",0.5530915154487751,-0.9909508577753019,0.4198999223064546
585,rid,[0.0660645733587443],[0.0594609460842562],1.0,,0.0
586,rights,[0.049807006958872],[-0.0116452527340786],-1.0,,
587,rise,[-0.0313998500350862],[0.0423440247764195],-1.0,,
588,rolls,[0.0152518876325807],[0.0019128289499701],1.0,,0.0
589,romania,[-0.0520112374797463],[0.0330947292892186],-1.0,,
590,room,"[-0.0168926098267547, 0.0342188772629015]","[0.0217888043772011, -0.0121037549720189]",-0.8224041872048694,-1.0,0.8325546111576977
591,roommate,[0.0450378110981546],[0.0362547202761514],1.0,,0.0
592,rotate,[-0.1417072130134329],[0.0471443726366713],-1.0,,
593,royal,[0.0742062059580348],[-0.021763517937619],-1.0,,
594,royces,[-0.0758372864588131],[0.0133827562721496],-1.0,,
595,runners,[-0.1255603502504527],[0.0742607298586078],-1.0,,
596,rushed,[0.1179785714484751],[-0.0152037123485795],-1.0,,
597,s,"[0.0035773374547716, -0.0343609456904232, 0.0779336147825233, -0.0352446259930729, -0.0166534394957125, -0.032901702215895, -0.004171309992671, -0.0005263461498543]","[-0.0033240741139691, 0.0361122317975688, 0.0581895510825942, 0.0228159459075821, -0.0692718996020115, 0.0092311181331528, -0.0006287544962257, 0.0349711080430803]",0.31295894833746846,0.3776704642979689,0.43258236806933653
598,said,[0.0716173313558101],[-0.0124522450084731],-1.0,,
599,sat,[-0.0366969085298478],[-0.0486489960631358],1.0,,
600,satisfied,[-0.1191703332588076],[0.0418055849792249],-1.0,,
601,saudi,[0.0825866716913878],[0.0071911620600182],1.0,,0.0
602,saying,[0.1633118364261463],[0.0179885007514703],1.0,,0.0
603,says,[0.1977179897949099],[-0.0214490234600197],-1.0,,
604,schoolgirl,"[-0.1025140357669442, -0.0859801491315011]","[0.022856102987685, 0.0215949968811533]",-0.9982524093178802,-1.0,0.4728864249526258
605,schools,[0.0084298299625515],[0.0712010310998445],1.0,,0.0
606,scimitar,[-0.1985775729408487],[-0.0697627439453022],1.0,,
607,screamed,[0.1956521493848413],[0.0700371397565826],1.0,,0.0
608,seated,[0.0226046110037714],[-0.055336884152765],-1.0,,
609,second,[-0.0209957324550487],[-0.0755506591106302],1.0,,
610,secretly,[0.1976807350292801],[-0.0444749317996271],-1.0,,
611,securing,[0.0591803687129868],[0.008122030543197],1.0,,0.0
612,security,[0.0227086707018315],[0.0741988199923442],1.0,,0.0
613,seem,[0.0210675823036581],[0.0407079402072486],1.0,,0.0
614,seen,[0.0452144960872828],[-0.0413423115865269],-1.0,,
615,sense,[0.005552374292165],[-0.0135410858835182],-1.0,,
616,sensitive,[0.0589906764216721],[0.0021522815385284],1.0,,0.0
617,serious,"[0.033549188170582, 0.2530122869939077]","[0.0365782970792948, 0.0499684436040981]",0.8775492762000894,1.0,0.24904756464302344
618,seriously,[0.1416057958267629],[0.0627444832321331],1.0,,0.0
619,sex,[-0.0243601179681718],[0.0127299673109269],-1.0,,
620,sexual,[0.4773915850091725],[-0.1283006436190873],-1.0,,
621,share,"[-0.0747886084718629, -0.1470434902003035]","[-0.0129321488217929, 0.0350996034229638]",-0.6796399539975859,-1.0,0.8325546111576977
622,she,"[0.1550598343019373, 0.0958775088074617]","[0.1453812828540577, 0.0248157828041125]",0.9269033681721872,1.0,0.19214894291177734
623,should,"[-0.0385379591025412, 0.09562151087448, -0.082440529105952, 0.0322497376434815, -0.0362104489468038]","[-0.0266713430618164, -0.047550832547608, 0.0390765566046211, 0.0293986747098572, 0.0233670608103575]",-0.6140683582409688,-0.6103712384755531,0.5440677086223642
624,showed,[0.0505463369190692],[0.051858878942765],1.0,,0.0
625,shown,[0.0530931944958865],[0.0209965996287566],1.0,,0.0
626,shy,[0.0568636911921203],[0.0846667287739067],1.0,,0.0
627,side,[-0.0227781990543007],[0.0102772014638755],-1.0,,
628,silly,[-0.1046217465773224],[0.008867219789542],-1.0,,
629,sinful,[0.8709329518023878],[-0.0567559362165708],-1.0,,
630,single,[-0.0374547536193858],[0.0105697970913066],-1.0,,
631,sister,[-0.0296006663993466],[-0.027160348940417],1.0,,
632,sit,[-0.0240440465131541],[-0.0188546912984677],1.0,,
633,sitting,[0.0603225366212427],[0.0527965029832011],1.0,,0.0
634,smart,[0.2741440506651997],[0.1380158292045305],1.0,,0.0
635,smog,[0.2152416477911174],[0.0072424741267863],1.0,,0.0
636,so,"[0.0201258286833763, -0.0301616387441754]","[-0.0120292871346427, 0.0232151901770091]",-0.9939182901293593,-1.0,0.8325546111576977
637,social,[-0.0237218391266651],[-0.0097212697286122],1.0,,
638,socializing,[0.0820941757410764],[-0.0009707602262945],-1.0,,
639,socially,[0.0952091384679079],[-0.0267077317539353],-1.0,,
640,society,[-0.0296326205134391],[-0.0361535648353686],1.0,,
641,socioeconomic,[0.0200790249121685],[0.0200017400219584],1.0,,0.0
642,some,[0.0666448914998909],[-0.0030504154534102],-1.0,,
643,something,[8.012226317077875e-05],[0.0292464135949918],1.0,,0.0
644,somewhat,[-0.0272514417301863],[0.0108297040220122],-1.0,,
645,son,"[-0.0595498508773744, 0.0901901787146925, 0.0835867645218968]","[-0.0554655405992362, 0.0355858718615278, 0.1067647947001362]",0.9005100012094422,0.8813776638611823,0.10846503956227789
646,south,[-0.0084532813634723],[-0.0411474156795519],1.0,,
